Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg00934017,ENSG00000173218,VANGL1,341932,R10,6.172976725834042e-6,0.11178882111788821
cg22985016,ENSG00000188242,PP7080,24183,L2,6.172976725834042e-6,0.09989001099890012
cg24672116,ENSG00000148773,MKI67,200203,L3,6.172976725834042e-6,0.08549145085491451
cg14152591,ENSG00000165630,PRPF18,915052,L4,6.2037107677701446e-6,0.050594940505949405
cg23370360,ENSG00000197261,C6orf141,304675,L9,6.2037107677701446e-6,0.1004899510048995
cg24762931,ENSG00000236007,MTCO1P46,929855,R3,6.204669238929101e-6,0.0053994600539946005
cg18220380,ENSG00000253210,RP11-809O17.1,45386,L1,6.2191233214315985e-6,0.026597340265973404
cg11197206,ENSG00000259052,AL157871.2,241528,R8,6.22065921292051e-6,0.0038996100389961006
cg13429095,ENSG00000226945,RP11-564A8.4,167775,R9,6.234590796386661e-6,0.0164983501649835
cg19494574,ENSG00000186340,THBS2,72803,L3,6.234590796386661e-6,0.017698230176982303
cg16269943,ENSG00000198758,EPS8L3,241912,L6,6.2351614117957145e-6,0.012898710128987101
cg02286809,ENSG00000274139,RP11-14C10.3,405880,R10,6.238011094975094e-6,0.0715928407159284
cg07609206,ENSG00000228613,AC144450.1,280081,R3,6.26140822722982e-6,0.1386861313868613
cg00479463,ENSG00000131944,FAAP24,257657,L10,6.265617468641425e-6,0.071992800719928
cg19118904,ENSG00000243479,MNX1-AS1,370668,L9,6.267661804725948e-6,0.0082991700829917
cg06276653,ENSG00000254101,LINC02055,1167456,L5,6.276040263566211e-6,0.0673932606739326
cg12961607,ENSG00000271443,RP11-541E12.1,212858,L4,6.2963344878555656e-6,0.20687931206879312
cg00231085,ENSG00000185986,SDHAP3,178430,L7,6.2967914442663956e-6,0.005699430056994301
cg08943293,ENSG00000135823,STX6,457441,L6,6.2967914442663956e-6,0.0736926307369263
cg10335826,ENSG00000091483,FH,671593,R6,6.2967914442663956e-6,0.07079292070792921
cg22272803,ENSG00000105983,LMBR1,472269,R9,6.2967914442663956e-6,0.052394760523947606
cg03104467,ENSG00000232309,GS1-122H1.1,395742,R7,6.325979386389919e-6,0.0034996500349965005
cg14862787,ENSG00000106052,TAX1BP1,623696,L5,6.3281133857785065e-6,0.022497750224977502
cg25256493,ENSG00000172731,LRRC20,155445,L7,6.3281133857785065e-6,0.06969303069693031
cg16448462,ENSG00000280055,TMEM75,479358,L8,6.333945935557432e-6,0.029597040295970403
cg15672022,ENSG00000187678,SPRY4,99751,L1,6.359583958490536e-6,0.015898410158984102
cg25106791,ENSG00000106003,LFNG,393561,L7,6.359583958490536e-6,0.12768723127687232
cg26070020,ENSG00000271917,RP11-506O24.2,402195,L7,6.36023627965924e-6,0.056894310568943104
cg25490477,ENSG00000206754,SNORD101,57613,R4,6.364652409183498e-6,0.0020997900209979003
cg00488514,ENSG00000229770,CTA-796E4.4,318509,L6,6.370735957329784e-6,0.021997800219978002
cg10953312,ENSG00000225172,RP11-16L9.2,881138,L7,6.371524609221563e-6,0.0331966803319668
cg25978218,ENSG00000278480,RP5-903E17.2,184686,L5,6.373940698979541e-6,0.0031996800319968005
cg06244947,ENSG00000261039,RP11-417E7.2,34617,R2,6.375365810826282e-6,0.0385961403859614
cg00981060,ENSG00000226087,AC106869.2,270388,L3,6.379241581365205e-6,0.0408959104089591
cg00077547,ENSG00000227244,LINC00845,384193,L1,6.3852122955683994e-6,0.05299470052994701
cg13212963,ENSG00000227913,KRT8P44,330674,R1,6.386496410820222e-6,0.0037996200379962005
cg23100133,ENSG00000144191,CNGA3,419916,L9,6.387455492282031e-6,0.020997900209979003
cg18355562,ENSG00000136197,C7orf25,1922125,R10,6.391203830522005e-6,0.012198780121987801
cg23524184,ENSG00000248954,RP11-304F15.4,151496,L7,6.391542457310168e-6,0.010098990100989901
cg02973961,ENSG00000278893,RP11-229O3.1,135834,L1,6.407481696591794e-6,0.005099490050994901
cg07364162,ENSG00000272088,RP11-168F9.2,288336,R4,6.414337305286022e-6,0.022397760223977603
cg27405946,ENSG00000257543,RP11-321F8.4,293227,L10,6.422935902154294e-6,0.025997400259974
cg25821143,ENSG00000105993,DNAJB6,319573,L8,6.422964230129516e-6,0.015798420157984203
cg02013739,ENSG00000145439,CBR4,605382,L8,6.422973672810225e-6,0.17328267173282672
cg03973705,ENSG00000122257,RBBP6,374162,R8,6.422973672810225e-6,0.017798220177982202
cg15507690,ENSG00000177565,TBL1XR1,0,L4,6.422973672810225e-6,0.021097890210978902
cg18085435,ENSG00000134440,NARS,110721,L2,6.422973672810225e-6,0.0664933506649335
cg17386710,ENSG00000183166,CALN1,992140,R6,6.435140542606365e-6,0.11558844115588442
cg03577128,ENSG00000242440,LINC02046,0,R1,6.437460729507398e-6,0.001999800019998
cg02958515,ENSG00000175746,C15orf54,103248,L2,6.45219832655522e-6,0.018998100189981004
cg05308556,ENSG00000105993,DNAJB6,198638,L7,6.4548846740293725e-6,0.015898410158984102
cg00075956,ENSG00000067064,IDI1,634713,L6,6.454894159121145e-6,0.019498050194980503
cg11001470,ENSG00000184831,APOO,244713,L7,6.454894159121145e-6,0.11738826117388261
cg18417063,ENSG00000236007,MTCO1P46,1059911,R7,6.464102244030929e-6,0.0053994600539946005
cg05177729,ENSG00000255980,AP000439.1,224959,L5,6.465760303999882e-6,0.0948905109489051
cg11415739,ENSG00000228792,RP11-354K1.2,300356,R9,6.484134443899091e-6,0.039696030396960305
cg18042043,ENSG00000131116,ZNF428,23518,L2,6.486965966060486e-6,0.021097890210978902
cg18553732,ENSG00000110066,KMT5B,78144,R3,6.486965966060486e-6,0.08029197080291971
cg23950788,ENSG00000106355,LSM5,796469,R6,6.486965966060486e-6,0.0496950304969503
cg16269943,ENSG00000241720,RP4-735C1.4,230687,L8,6.507482357312795e-6,0.08809119088091191
cg12961607,ENSG00000235009,LINC01883,315534,L6,6.507619982282287e-6,0.30196980301969806
cg05959430,ENSG00000254306,RP11-150O12.4,452495,R8,6.514900699698151e-6,0.128987101289871
cg25050723,ENSG00000250644,RP11-295K3.1,0,R1,6.5189983662156e-6,0.015398460153984602
cg06008873,ENSG00000184661,CDCA2,380326,L4,6.519189773084789e-6,0.09729027097290271
cg08079763,ENSG00000067064,IDI1,406675,R10,6.519189773084789e-6,0.019498050194980503
cg00706913,ENSG00000238260,RP11-46F15.2,209613,R5,6.550412735430024e-6,0.0030996900309969004
cg02481498,ENSG00000204634,TBC1D8,87092,L7,6.551566262512521e-6,0.020197980201979802
cg12658930,ENSG00000024526,DEPDC1,589386,L3,6.551566262512521e-6,0.1267873212678732
cg20057633,ENSG00000124172,ATP5E,292471,L4,6.551566262512521e-6,0.008799120087991202
cg23910430,ENSG00000250790,RP11-46H11.3,134207,R9,6.551566262512521e-6,0.0023997600239976003
cg24579604,ENSG00000229869,RP11-363N22.2,842901,L9,6.553304001700995e-6,0.012098790120987902
cg18780167,ENSG00000125780,TGM3,360423,R7,6.559027551018089e-6,0.037196280371962806
cg24493367,ENSG00000249885,ARHGEF38-IT1,144111,R1,6.560460944697708e-6,0.04889511048895111
cg08483912,ENSG00000233122,CTAGE7P,725296,L6,6.5678023421951855e-6,0.0124987501249875
cg07587250,ENSG00000197106,SLC6A17,0,L3,6.584096119535217e-6,0.15248475152484753
cg07942500,ENSG00000258289,CHURC1,207643,R4,6.584096119535217e-6,0.0872912708729127
cg27607438,ENSG00000175470,PPP2R2D,639917,R3,6.584096119535217e-6,0.004999500049995001
cg08824221,ENSG00000254934,LINC00678,221797,R9,6.590447953068826e-6,0.0047995200479952005
cg01114138,ENSG00000067992,PDK3,313458,R5,6.616780032228694e-6,0.027997200279972004
cg01361263,ENSG00000174840,PDE12,499191,L10,6.616780032228694e-6,0.0685931406859314
cg02927111,ENSG00000162688,AGL,393005,R9,6.616780032228694e-6,0.05929407059294071
cg11202422,ENSG00000228421,AC005013.5,519769,R4,6.626562238122733e-6,0.022497750224977502
cg07891457,ENSG00000273819,ENPP7P7,137951,R10,6.636590802673941e-6,0.0182981701829817
cg00091302,ENSG00000135829,DHX9,205516,R5,6.649618691564248e-6,0.07729227077292271
cg24838240,ENSG00000099797,TECR,44574,L5,6.649618691564248e-6,0.08869113088691132
cg02179341,ENSG00000231482,AC141930.2,604119,L5,6.661006089980693e-6,0.08239176082391761
cg24741666,ENSG00000272088,RP11-168F9.2,365101,R6,6.671689813408985e-6,0.022797720227977204
cg18433146,ENSG00000075223,SEMA3C,140253,R2,6.682612791419951e-6,0.09679032096790322
cg23658462,ENSG00000115286,NDUFS7,92972,R7,6.682612791419951e-6,0.0033996600339966003
cg06836656,ENSG00000272088,RP11-168F9.2,527462,R8,6.6931727468910445e-6,0.022797720227977204
cg11441533,ENSG00000255886,RP11-196H14.2,136977,R2,6.695483376648218e-6,0.005099490050994901
cg09246203,ENSG00000273394,RP11-255E6.6,352174,L10,6.704272921126651e-6,0.06529347065293471
cg20816699,ENSG00000250896,RNPS1P1,1165495,L9,6.715566413344204e-6,0.005699430056994301
cg10231116,ENSG00000146918,NCAPG2,441637,R6,6.715763028591932e-6,0.06989301069893011
cg12246922,ENSG00000157778,PSMG3,243322,R8,6.715763028591932e-6,0.0451954804519548
cg12412384,ENSG00000111269,CREBL2,91734,R2,6.715763028591932e-6,0.1508849115088491
cg22552139,ENSG00000275812,RP4-697K14.15,58217,R8,6.72785579719755e-6,0.1463853614638536
cg08330217,ENSG00000124172,ATP5E,375531,L7,6.749070102805749e-6,0.008899110088991101
cg12352399,ENSG00000151092,NGLY1,70659,R2,6.749070102805749e-6,9.999000099990002e-5
cg13751113,ENSG00000110324,IL10RA,211461,L8,6.749070102805749e-6,0.19358064193580643
cg14832378,ENSG00000100578,KIAA0586,20931,L5,6.749070102805749e-6,0.0207979202079792
cg20156953,ENSG00000269973,RP11-95D17.1,417827,R10,6.749070102805749e-6,0.0033996600339966003
cg06588782,ENSG00000203635,AC144450.2,707901,L3,6.75619792128514e-6,0.13258674132586742
cg12069158,ENSG00000259032,ENSAP2,1130635,R9,6.7655451482772565e-6,0.0188981101889811
cg08944961,ENSG00000173093,CCDC63,191855,L3,6.7696621778383755e-6,0.05959404059594041
cg06780216,ENSG00000259780,RP11-304L19.12,87482,L8,6.770833932915913e-6,0.17448255174482552
cg12263469,ENSG00000260679,RP11-643C9.2,267541,R8,6.775170681709788e-6,0.04839516048395161
cg05753693,ENSG00000249050,RP11-375N15.1,878001,L7,6.775217345728723e-6,0.007099290070992901
cg16898334,ENSG00000228918,LINC01344,330670,R7,6.775849104173813e-6,0.08999100089991001
cg03114573,ENSG00000198001,IRAK4,1226725,L8,6.782534716727752e-6,0.05469453054694531
cg08455089,ENSG00000198937,CCDC167,158559,R4,6.782534716727752e-6,0.09629037096290372
cg12190306,ENSG00000188811,NHLRC3,1119410,L10,6.782534716727752e-6,0.05779422057794221
cg25743026,ENSG00000130347,RTN4IP1,117087,L7,6.782534716727752e-6,0.07019298070192981
cg25785241,ENSG00000114529,C3orf52,435164,R8,6.782534716727752e-6,0.15498450154984503
cg17294330,ENSG00000108679,LGALS3BP,112878,L5,6.8161575759765375e-6,0.0217978202179782
cg06427176,ENSG00000273549,Metazoa_SRP,201885,R10,6.839230290328238e-6,0.014798520147985201
cg14412833,ENSG00000119414,PPP6C,68858,L6,6.84993938913439e-6,0.08659134086591341
cg11521325,ENSG00000280353,CTC-453G23.7,105290,L5,6.867957859428941e-6,0.0021997800219978004
cg00901138,ENSG00000212024,MIR550A3,390978,R7,6.871719868743685e-6,0.022097790220977902
cg21038291,ENSG00000234899,SOX9-AS1,99285,L1,6.883870814805914e-6,0.30446955304469553
cg03495237,ENSG00000227110,LMCD1-AS1,0,L4,6.8838808677588064e-6,0.05829417058294171
cg04869532,ENSG00000129197,RPAIN,657809,L9,6.8838808677588064e-6,0.0273972602739726
cg19755714,ENSG00000145391,SETD7,315048,L9,6.8838808677588064e-6,0.10158984101589841
cg21296613,ENSG00000101158,NELFCD,230536,L6,6.8838808677588064e-6,0.10548945105489452
cg11303839,ENSG00000106178,CCL24,35014,R3,6.904033475282324e-6,0.2780721927807219
cg10825530,ENSG00000110696,C11orf58,610968,R5,6.917982726394025e-6,0.10598940105989402
cg05133814,ENSG00000176040,TMPRSS7,335874,L10,6.950696664490149e-6,0.0658934106589341
cg06406538,ENSG00000204271,SPIN3,588879,R8,6.952245682582623e-6,0.11898810118988101
cg12637615,ENSG00000138587,MNS1,575110,L4,6.952245682582623e-6,0.029197080291970802
cg13477178,ENSG00000205740,RP11-363N22.3,641836,R9,6.952245682582623e-6,0.0115988401159884
cg16301599,ENSG00000141570,CBX8,581823,R6,6.952245682582623e-6,0.09979002099790021
cg24582851,ENSG00000115944,COX7A2L,120616,L8,6.952245682582623e-6,0.007899210078992101
cg27606671,ENSG00000110090,CPT1A,607622,R9,6.952245682582623e-6,0.021597840215978402
cg11802013,ENSG00000260679,RP11-643C9.2,267229,R8,6.968083529579426e-6,0.0484951504849515
cg01759986,ENSG00000215553,KRT18P3,312364,R6,6.96925380655941e-6,0.06129387061293871
cg03661110,ENSG00000136449,MYCBPAP,4121,R2,6.969427631564693e-6,0.17668233176682333
cg05208747,ENSG00000119906,SLF2,260336,R5,6.986670456877211e-6,0.032096790320967905
cg07060794,ENSG00000136243,NUPL2,146734,L4,6.986670456877211e-6,0.04989501049895011
cg24412662,ENSG00000157870,FAM213B,358632,L6,6.986670456877211e-6,0.11478852114788521
cg08532862,ENSG00000168246,UBTD2,286382,L5,7.021257772851971e-6,0.03519648035196481
cg12617473,ENSG00000151093,OXSM,582348,L5,7.021257772851971e-6,0.1274872512748725
cg18126060,ENSG00000139180,NDUFA9,119946,L6,7.021257772851971e-6,0.045295470452954706
cg26871347,ENSG00000266100,RP11-118E18.2,227880,R2,7.026830677995958e-6,2.9997000299970003e-4
cg15318546,ENSG00000274373,RP13-714J12.1,67296,L3,7.032387621993e-6,0.0103989601039896
cg08705382,ENSG00000135801,TAF5L,560230,L6,7.056008357114461e-6,0.044995500449955005
cg13027851,ENSG00000158435,CNOT11,547014,L10,7.056008357114461e-6,0.10788921107889211
cg15094236,ENSG00000272463,RP11-532F6.3,358748,L7,7.056008357114461e-6,0.05069493050694931
cg18426908,ENSG00000170430,MGMT,1178297,R6,7.056008357114461e-6,0.0110988901109889
cg09540738,ENSG00000272264,RP11-92K15.3,134745,L3,7.090881636749381e-6,0.12958704129587043
cg26230851,ENSG00000248485,PCP4L1,0,R1,7.090881636749381e-6,0.21947805219478053
cg06187750,ENSG00000101194,SLC17A9,157521,L8,7.090922939317345e-6,0.0327967203279672
cg07780179,ENSG00000139842,CUL4A,153389,L5,7.090922939317345e-6,0.051994800519948
cg10247405,ENSG00000248840,RP11-357G3.2,336447,L9,7.122451571037761e-6,0.0826917308269173
cg22598458,ENSG00000273024,INTS4P2,249860,R7,7.139789793856207e-6,0.050594940505949405
cg25004838,ENSG00000250535,STK19B,130624,L8,7.1400767793374895e-6,0.0165983401659834
cg07364927,ENSG00000244137,RP11-99J16__A.2,538849,R9,7.140185671977827e-6,0.09469053094690531
cg02100848,ENSG00000227110,LMCD1-AS1,40248,L1,7.143593517488214e-6,0.05879412058794121
cg25388738,ENSG00000215149,KRT18P32,1415778,L7,7.1452339757696945e-6,0.008399160083991601
cg17654970,ENSG00000236841,AC007750.5,0,R1,7.161038671891139e-6,0.019998000199980003
cg05749559,ENSG00000253161,LINC01605,485400,R6,7.1612470314512595e-6,0.09879012098790121
cg20371046,ENSG00000150401,DCUN1D2,157147,L7,7.1612470314512595e-6,0.028197180281971802
cg23232263,ENSG00000169249,ZRSR2,229111,R10,7.1612470314512595e-6,0.003999600039996
cg23502639,ENSG00000167842,MIS12,8748,L1,7.1612470314512595e-6,0.0014998500149985001
cg26884667,ENSG00000138018,SELENOI,209459,L4,7.1612470314512595e-6,0.1222877712228777
cg00018850,ENSG00000259146,RP1-261D10.2,1278398,L10,7.178921260452446e-6,0.1775822417758224
cg01030757,ENSG00000129038,LOXL1,352000,R8,7.196658016019485e-6,0.032396760323967606
cg01845041,ENSG00000121578,B4GALT4,177572,R4,7.196658016019485e-6,0.016798320167983202
cg14228029,ENSG00000163945,UVSSA,106130,L5,7.196658016019485e-6,0.09969003099690031
cg16672668,ENSG00000116977,LGALS8,182592,L5,7.196658016019485e-6,0.11998800119988001
cg20900312,ENSG00000151445,VIPAS39,222432,R9,7.196658016019485e-6,6.999300069993001e-4
cg22040874,ENSG00000272153,RP1-286D6.5,385225,L6,7.196658016019485e-6,0.051594840515948405
cg23811057,ENSG00000173726,TOMM20,336567,R9,7.196658016019485e-6,0.1675832416758324
cg09131332,ENSG00000273253,RP3-402G11.26,155472,R8,7.214415579098001e-6,0.0051994800519948
cg08426891,ENSG00000271602,KRT8P49,57002,R6,7.224277562456911e-6,0.06529347065293471
cg15728280,ENSG00000271551,RP11-230C9.2,533967,R5,7.232183391437828e-6,0.0628937106289371
cg07725167,ENSG00000255468,RP11-867G23.8,52802,L6,7.232235947826276e-6,0.0887911208879112
cg14659008,ENSG00000164924,YWHAZ,124698,L3,7.232235947826276e-6,0.08949105089491051
cg18801567,ENSG00000114209,PDCD10,0,L2,7.232235947826276e-6,0.0862913708629137
cg23524184,ENSG00000005884,ITGA3,3576,R2,7.232235947826276e-6,0.0842915708429157
cg25814149,ENSG00000112562,SMOC2,347107,L4,7.232235947826276e-6,0.0851914808519148
cg03900565,ENSG00000230280,HNRNPA1P59,149957,L7,7.2483496878104005e-6,0.031896810318968107
cg13801740,ENSG00000198435,NRARP,177759,L5,7.2679815719275365e-6,0.015498450154984501
cg24461524,ENSG00000178951,ZBTB7A,140508,L6,7.2679815719275365e-6,0.10058994100589941
cg25602543,ENSG00000100982,PCIF1,55732,R9,7.2679815719275365e-6,0.0051994800519948
cg19908611,ENSG00000231927,AC102953.6,214377,R5,7.290527768497707e-6,0.0160983901609839
cg10874644,ENSG00000145681,HAPLN1,881276,L9,7.30003612523869e-6,0.0932906709329067
cg05448404,ENSG00000249592,RP11-440L14.1,3535,L1,7.303895636495652e-6,0.12388761123887611
cg25617157,ENSG00000134326,CMPK2,598985,R9,7.303895636495652e-6,0.029797020297970205
cg26090020,ENSG00000198783,ZNF830,384830,R7,7.339978892831541e-6,0.022897710228977103
cg25373630,ENSG00000279236,RP11-120K19.3,764917,L6,7.354398456547218e-6,0.0020997900209979003
cg04845185,ENSG00000236527,ARF4P2,191791,L9,7.36149756825506e-6,0.022897710228977103
cg24563501,ENSG00000184795,UNC93B5,36763,R3,7.369761060521994e-6,1.9998000199980003e-4
cg06738239,ENSG00000142606,MMEL1,239533,L5,7.4126560017254474e-6,0.14478552144785523
cg19619028,ENSG00000127124,HIVEP3,0,L3,7.4126560017254474e-6,0.062493750624937505
cg25940239,ENSG00000129292,PHF20L1,647403,R5,7.4126560017254474e-6,0.05169483051694831
cg19597074,ENSG00000259786,LINC02109,919249,L9,7.42425692046229e-6,0.028697130286971302
cg04203453,ENSG00000245080,RP11-320N21.1,418970,L7,7.448646836038301e-6,0.037696230376962306
cg00599601,ENSG00000275765,RP11-54C4.3,237405,R9,7.449251372636882e-6,0.05219478052194781
cg15167871,ENSG00000108010,GLRX3,908586,L5,7.449251372636882e-6,0.046495350464953504
cg04441847,ENSG00000213553,RPLP0P6,266341,L5,7.486018972047291e-6,0.0047995200479952005
cg20319457,ENSG00000118965,WDR35,0,R1,7.486018972047291e-6,0.10378962103789621
cg24710671,ENSG00000141959,PFKL,6943,L2,7.486018972047291e-6,0.012098790120987902
cg24359109,ENSG00000231612,RP11-522M21.3,64238,R2,7.492100213558951e-6,0.0105989401059894
cg11868247,ENSG00000272745,RP5-1007H16.1,302635,L8,7.499553688929972e-6,0.0380961903809619
cg17292100,ENSG00000253299,RP11-316J7.4,72888,L2,7.5041047887073274e-6,0.0035996400359964
cg25143359,ENSG00000226876,RP11-36N20.1,737977,R5,7.511464126646433e-6,0.15258474152584742
cg27438690,ENSG00000173728,C1orf100,646865,R9,7.515555913810897e-6,0.004299570042995701
cg21380380,ENSG00000234141,AC009473.1,21497,L2,7.518005005835371e-6,0.0193980601939806
cg01617018,ENSG00000102886,GDPD3,0,R1,7.522959567082333e-6,0.009299070092990702
cg08650132,ENSG00000203780,FANK1,576872,L7,7.522959567082333e-6,0.1817818218178182
cg24150662,ENSG00000130762,ARHGEF16,421315,R6,7.522959567082333e-6,0.1314868513148685
cg26165108,ENSG00000180712,RP11-290F5.2,244817,R5,7.522959567082333e-6,0.0022997700229977
cg00361025,ENSG00000227404,KRT8P20,755363,L7,7.555836761029715e-6,0.0585941405859414
cg17136696,ENSG00000272088,RP11-168F9.2,579948,R8,7.556507829604139e-6,0.023697630236976304
cg06850417,ENSG00000188002,RP11-43F13.1,38197,L1,7.560073928069273e-6,0.10308969103089691
cg07159114,ENSG00000078269,SYNJ2,243254,L6,7.560073928069273e-6,0.051094890510948905
cg12578211,ENSG00000213047,DENND1B,130253,L1,7.560073928069273e-6,0.15378462153784622
cg27056759,ENSG00000140104,C14orf79,78719,R3,7.560073928069273e-6,0.20927907209279073
cg02568716,ENSG00000258337,RP11-115H15.2,494245,L8,7.565062097874042e-6,0.0020997900209979003
cg20962444,ENSG00000230433,RP1-20B11.2,293261,R4,7.5760513402490085e-6,0.005099490050994901
cg02631092,ENSG00000107874,CUEDC2,80651,R5,7.597362828549487e-6,0.018598140185981403
cg09305491,ENSG00000166851,PLK1,449502,L10,7.597362828549487e-6,0.14308569143085692
cg13691209,ENSG00000249915,PDCD6,192220,R9,7.597362828549487e-6,0.09019098090190981
cg21463605,ENSG00000131100,ATP6V1E1,156664,L5,7.597362828549487e-6,0.0082991700829917
cg23072559,ENSG00000063241,ISOC2,20119,R2,7.597362828549487e-6,0.0182981701829817
cg25050723,ENSG00000205864,KRTAP5-6,58566,L2,7.602614683214574e-6,0.009999000099990002
cg27160171,ENSG00000188342,GTF2F2,456664,R9,7.634827045290636e-6,0.0644935506449355
cg12528397,ENSG00000241359,SYNPR-AS1,475599,R5,7.645474977321951e-6,0.14388561143885611
cg13702181,ENSG00000269883,RP11-463C8.7,182317,L6,7.653091300058864e-6,5.999400059994001e-4
cg06091535,ENSG00000273983,HIST1H3G,59251,L5,7.659836299226815e-6,0.014198580141985802
cg17133972,ENSG00000229869,RP11-363N22.2,565134,L10,7.662354190382336e-6,0.013298670132986702
cg12268236,ENSG00000078900,TP73,239790,R8,7.672467358299226e-6,0.0688931106889311
